OfficiCardNo	OfficiCardType	status	VehPlate	FreeType	FreeRoadList	Version	StartTime	EndTime	Spare
003814	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003822	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003830	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003848	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003855	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003863	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003871	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003889	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003897	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003905	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003913	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003921	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003947	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003954	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003962	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003970	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003988	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
003996	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004002	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004010	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004036	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004044	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004051	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004069	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004077	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004085	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004093	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004101	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004127	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004150	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004176	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004192	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004200	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004218	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004226	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004234	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004242	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004259	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004267	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004283	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004291	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004309	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004317	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004325	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004333	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004341	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004358	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004366	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004374	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004382	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004390	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004408	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004416	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004424	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004432	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004440	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004457	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004465	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004473	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004481	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004499	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004507	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004515	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004523	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004531	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004549	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004556	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004564	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004572	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004580	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004598	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004606	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004614	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004622	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004630	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004648	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004655	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004663	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004671	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004689	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004697	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004705	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004713	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004721	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004739	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004747	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004754	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004762	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004770	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004788	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004796	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004804	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004812	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004820	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004838	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004846	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004853	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004861	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004879	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004887	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004895	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004903	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004911	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004929	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004937	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004945	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004952	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004960	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004978	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004986	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
004994	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005009	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005017	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005025	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005033	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005041	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005058	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005066	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005074	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005082	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005090	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005108	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005116	1	1		0		351	2014-12-12 00:00:00.000	2012-12-31 23:59:59.000	
005124	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005132	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005140	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005157	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005165	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005173	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005181	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005199	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005207	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005215	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005223	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005231	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005249	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005256	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005264	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005272	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005280	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005298	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005306	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005314	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005322	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005330	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005348	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005355	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005363	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005371	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005389	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005397	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005405	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005413	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005421	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005439	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005447	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005454	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005462	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005470	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005488	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005496	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005504	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005512	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005520	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005538	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005546	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005553	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005561	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005579	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005587	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005595	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005603	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005611	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005629	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005637	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005645	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005652	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005660	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005678	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005686	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005694	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005702	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005710	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005728	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005736	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005744	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005751	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005769	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005777	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005785	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005793	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005801	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005819	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005827	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005835	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005843	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005850	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005868	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005876	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005884	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005892	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005900	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005918	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005926	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005934	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005942	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005959	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005967	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005975	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005983	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
005991	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006007	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006015	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006023	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006031	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006049	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006056	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006064	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006072	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006080	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006098	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006106	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
006114	1	1		0		351	2014-12-12 00:00:00.000	2010-09-30 23:59:59.000	
020016	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020024	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020032	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020040	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020057	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020065	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020073	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020081	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020099	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020107	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020115	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020123	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020131	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020149	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020156	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020164	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020172	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020180	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020198	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020206	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020214	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020222	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020230	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020248	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020255	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020263	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020271	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020289	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020297	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020305	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020313	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020321	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020339	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020347	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020354	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020362	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020370	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020388	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020396	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020404	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020412	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020420	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020438	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020446	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020453	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020461	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020479	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020487	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020495	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020503	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020511	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020529	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020537	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020545	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020552	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020560	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020578	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020586	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020594	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020602	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020610	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020628	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020636	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020644	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020651	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020669	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020677	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020685	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020693	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020701	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020719	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020727	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020735	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020743	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020750	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020768	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020776	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020784	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020792	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020800	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020818	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020826	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020834	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020842	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020859	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020867	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020875	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020883	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020891	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020909	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020917	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020925	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020933	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020941	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020958	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020966	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020974	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020982	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
020990	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021006	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021014	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021022	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021030	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021048	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021055	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021063	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021071	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021089	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
021097	1	1		0		351	2014-12-12 00:00:00.000	2010-06-30 23:59:59.000	
